venue_id,venue_full_name,venue_city,venue_state,league
7341,Merkert Gymnasium,South Easton,MA,ncaa_wbb
2191,Pete Hanna Center,Homewood,AL,ncaa_wbb
2211,Hilliard Center,Corpus Christi,TX,ncaa_wbb
2173,Gersten Pavilion,Los Angeles,CA,ncaa_wbb
3313,Ruben Rodriguez Coliseum,Bayamon,Puerto Rico,ncaa_wbb
586,Premier America Credit Union Arena,Northridge,CA,ncaa_wbb
11173,Walter Athletic Complex,Tampa,FL,ncaa_wbb
2225,UVI Sports & Fitness Center,Saint Thomas,Virgin Islands,ncaa_wbb
4551,Coliseo Guillermo Angulo,Carolina,Puerto Rico,ncaa_wbb
4575,Hard Rock Hotel Riviera Maya,Cancun,Mexico,ncaa_wbb
6000,Suncoast Credit Union Arena,Fort Myers,FL,ncaa_wbb
2461,Ocean Center,Daytona Beach,FL,ncaa_wbb
5431,John Gray Gymnasium,George Town,Cayman Islands,ncaa_wbb
4783,The Alario Center,New Orleans,LA,ncaa_wbb
10667,Elridge Blake Sports and Fitness Center,Charlotte Amalie,Virgin Islands,ncaa_wbb
1024,Hertz Arena,Estero,FL,ncaa_wbb
11118,Juan Cruz Abreu Coliseum,Manati,Puerto Rico,ncaa_wbb
2200,Kaplan Arena,Williamsburg,VA,ncaa_wbb
5470,UPMC Events Center,Moon Township,PA,ncaa_wbb
501,Jenny Craig Pavilion,San Diego,CA,ncaa_wbb
2073,Moore Gymnasium (FL),Daytona Beach,FL,ncaa_wbb
2153,UTRGV Fieldhouse,Edinburg,TX,ncaa_wbb
2150,Michael J. Hagan '85 Arena,Philadelphia,PA,ncaa_wbb
2105,H.O. Clemmons Arena,Pine Bluff,AR,ncaa_wbb
1988,R.W. Harrison HPER Complex,Itta Bena,MS,ncaa_wbb
1963,Yanitelli Center,Jersey City,NJ,ncaa_wbb
506,Gill Coliseum,Corvallis,OR,ncaa_wbb
3416,College Park Center,Arlington,TX,ncaa_wbb
1261,Hilliard Gates Sports Center,Fort Wayne,IN,ncaa_wbb
2023,J. Lawrence Walkup Skydome,Flagstaff,AZ,ncaa_wbb
10675,Jack and Ruth Ann Hill Convocation Center,Statesboro,GA,ncaa_wbb
2009,Reed Green Coliseum,Hattiesburg,MS,ncaa_wbb
2164,Physical Education Complex,Baltimore,MD,ncaa_wbb
3559,Barclays Center,Brooklyn,NY,ncaa_wbb
2230,Memorial Gymnasium (ID),Moscow,ID,ncaa_wbb
5946,CareFirst Arena,Washington,DC,ncaa_wbb
1896,Montagne Center,Beaumont,TX,ncaa_wbb
4811,Brookshire Grocery Arena,Bossier City,LA,ncaa_wbb
6297,Dickies Arena,Fort Worth,TX,ncaa_wbb
7569,Henrico Sports & Events Center,Glen Allen,VA,ncaa_wbb
7239,Rock Hill Sports & Event Center,Rock Hill,SC,ncaa_wbb
7563,St. Joseph Civic Arena,Saint Joseph,MO,ncaa_wbb
4533,Cadence Bank Arena,Tupelo,MS,ncaa_wbb
4489,Trojan Arena,Troy,AL,ncaa_wbb
1939,Prather Coliseum,Natchitoches,LA,ncaa_wbb
7264,ICCU Arena,Moscow,ID,ncaa_wbb
7307,Clive M. Beck Center,Lexington,KY,ncaa_wbb
2160,Mohegan Sun Arena,Uncasville,CT,ncaa_wbb
1392,FedExForum,Memphis,TN,ncaa_wbb
688,Harrah's Cherokee Center,Asheville,NC,ncaa_wbb
2204,Dunn-Oliver Acadome,Montgomery,AL,ncaa_wbb
7582,Seabury Hall,Makawao,HI,ncaa_wbb
5467,Massimino Court,Fort Lauderdale,FL,ncaa_wbb
7329,Mullett Arena,Tempe,AZ,ncaa_wbb
2027,William J. Nicks Building,Prairie View,TX,ncaa_wbb
2072,Davey L. Whitney Complex,Lorman,MS,ncaa_wbb
1945,Lee E. Williams Athletics and Assembly Center,Jackson,MS,ncaa_wbb
2210,F.G. Clark Activity Center,Baton Rouge,LA,ncaa_wbb
1928,Fredrick C. Hobdy Assembly Center,Grambling,LA,ncaa_wbb
4808,Bon Secours Wellness Arena,Greenville,SC,ncaa_wbb
1826,Prudential Center,Newark,NJ,ncaa_wbb
7458,Gold Mine Gym,Long Beach,CA,ncaa_wbb
353,CHI Health Center Omaha,Omaha,NE,ncaa_wbb
146,Amica Mutual Pavilion,Providence,RI,ncaa_wbb
1830,Madison Square Garden,New York,NY,ncaa_wbb
358,Pensacola Bay Center,Pensacola,FL,ncaa_wbb
349,First Horizon Coliseum,Greensboro,NC,ncaa_wbb
2561,T-Mobile Center,Kansas City,MO,ncaa_wbb
4935,Freedom Hall (TN),Johnson City,TN,ncaa_wbb
2183,Gainbridge Fieldhouse,Indianapolis,IN,ncaa_wbb
2462,Ford Center,Evansville,IN,ncaa_wbb
4937,Denny Sanford Premier Center,Sioux Falls,SD,ncaa_wbb
1246,Orleans Arena,Las Vegas,NV,ncaa_wbb
2229,Idaho Central Arena,Boise,ID,ncaa_wbb
4947,Corteva Coliseum,Indianapolis,IN,ncaa_wbb
630,Propst Arena,Huntsville,AL,ncaa_wbb
722,Jim Whelan Boardwalk Hall,Atlantic City,NJ,ncaa_wbb
6282,Gateway Center,College Park,GA,ncaa_wbb
26,Norfolk Scope Arena,Norfolk,VA,ncaa_wbb
3417,Rocket Arena,Cleveland,OH,ncaa_wbb
4091,Shirk Center,Bloomington,IL,ncaa_wbb
2468,Legacy Arena at BJCC,Birmingham,AL,ncaa_wbb
2228,Spokane Arena,Spokane,WA,ncaa_wbb
1396,Benchmark International Arena,Tampa,FL,ncaa_wbb
1842,Honda Center,Anaheim,CA,ncaa_wbb
1628,Rec Hall,University Park,PA,ncaa_wbb
11561,Hornet Pavilion,Sacramento,CA,ncaa_wbb
11629,Lee & Penny Anderson Arena,Saint Paul,MN,ncaa_wbb
4552,Mattamy Athletic Centre,Toronto,ON,ncaa_wbb
11540,Jeffery P. Hazell Athletics Center,West Haven,CT,ncaa_wbb
5310,Golden 1 Center,Sacramento,CA,ncaa_wbb
4005,Michelob ULTRA Arena,Las Vegas,NV,ncaa_wbb
2166,Timmons Arena,Greenville,SC,ncaa_wbb
1841,crypto.com Arena,Los Angeles,CA,ncaa_wbb
7268,Wayne State Fieldhouse,Detroit,MI,ncaa_wbb
4562,The Monument,Rapid City,SD,ncaa_wbb
2931,Comerica Center,Frisco,TX,ncaa_wbb
7240,Raider Arena,Destin,FL,ncaa_wbb
11632,Trevecca Trojan Fieldhouse,Nashville,TN,ncaa_wbb
4828,Woodling Gymnasium,Cleveland,OH,ncaa_wbb
11624,Resorts World Event Center,Las Vegas,NV,ncaa_wbb
4784,John A. Alario Sr. Event Center,Westwego,LA,ncaa_wbb
11730,Community School of Naples,Naples,FL,ncaa_wbb
5066,Roberto Clemente Coliseum,San Juan,Puerto Rico,ncaa_wbb
1218,Lawler Arena,North Andover,MA,ncaa_wbb
5309,Stony Brook Arena,Stony Brook,NY,ncaa_wbb
985,Smoothie King Center,New Orleans,LA,ncaa_wbb
2559,Paycom Center,Oklahoma City,OK,ncaa_wbb
11641,Odessa College Sport Center,Odessa,TX,ncaa_wbb
11633,Harrah's Cherokee Resort,Cherokee,NC,ncaa_wbb
1245,Gas South Arena,Duluth,GA,ncaa_wbb
687,VyStar Veterans Memorial Arena,Jacksonville,FL,ncaa_wbb
11782,Xtream Arena,Coralville,IA,ncaa_wbb
5099,Mabee Athletic Complex,Abilene,TX,ncaa_wbb
2148,George Bisacca Court at Alumni Hall,Fairfield,CT,ncaa_wbb
2195,Frank Erwin Center,Austin,TX,ncaa_wbb
1996,Frost Arena,Brookings,SD,ncaa_wbb
1049,Ferrell Center,Waco,TX,ncaa_wbb
2172,Tom Gola Arena,Philadelphia,PA,ncaa_wbb
1997,McGrath-Phillips Arena,Chicago,IL,ncaa_wbb
2097,Willett Hall,Farmville,VA,ncaa_wbb
2057,Georgia State Sports Arena,Atlanta,GA,ncaa_wbb
7241,Teague Center,Abilene,TX,ncaa_wbb
4605,Cross Insurance Center,Bangor,ME,ncaa_wbb
5428,Winfield Dunn Center,Clarksville,TN,ncaa_wbb
1898,Solomon Court at Cabot Center,Boston,MA,ncaa_wbb
4117,McGonigle Hall,Philadelphia,PA,ncaa_wbb
2222,HP Field House,Orlando,FL,ncaa_wbb
2122,T.M. Elmore Gymnasium,Normal,AL,ncaa_wbb
6017,McArthur Center,St. Petersburg,FL,ncaa_wbb
2567,South Point Arena,Las Vegas,NV,ncaa_wbb
5451,Gateway Christian Academy,Bimini,Bahamas,ncaa_wbb
2565,Mario Morales Coliseum,San Juan,Puerto Rico,ncaa_wbb
3479,Leonard E. Merrell Center,Katy,TX,ncaa_wbb
5289,Freedom Hall (KY),Louisville,KY,ncaa_wbb
2063,Burton Coliseum,Lake Charles,LA,ncaa_wbb
7266,Augusta Civic Center,Augusta,ME,ncaa_wbb
4535,First United Bank Center,Canyon,TX,ncaa_wbb
5984,Kaiser Permanente Arena,Santa Cruz,CA,ncaa_wbb
7105,South Padre Island Convention Center,South Padre Island,TX,ncaa_wbb
1943,Lahaina Civic Center,Maui,HI,ncaa_wbb
824,Simmons Bank Arena,North Little Rock,AR,ncaa_wbb
7274,Brayboy Gymnasium,Charlotte,NC,ncaa_wbb
5298,Countess de Hoernle Student Life Center,West Palm Beach,FL,ncaa_wbb
7276,Weatherup Center,Tempe,AZ,ncaa_wbb
4539,Dugan Wellness Center,Corpus Christi,TX,ncaa_wbb
241,Bojangles Coliseum,Charlotte,NC,ncaa_wbb
5989,Chase Fieldhouse,Wilmington,DE,ncaa_wbb
1834,Bridgestone Arena,Nashville,TN,ncaa_wbb
5455,Ford Center At The Star,Frisco,TX,ncaa_wbb
2181,Municipal Auditorium (MO),Kansas City,MO,ncaa_wbb
5075,Vibrant Arena at The MARK,Moline,IL,ncaa_wbb
1259,Total Mortgage Arena,Bridgeport,CT,ncaa_wbb
3373,INTRUST Bank Arena,Wichita,KS,ncaa_wbb
2029,Target Center,Minneapolis,MN,ncaa_wbb
4242,American Family Field,Milwaukee,WI,ncaa_wbb
1839,Enterprise Center,St. Louis,MO,ncaa_wbb
1217,Tsongas Center,Lowell,MA,ncaa_wbb
4019,National Basketball Arena,Dublin,Ireland,ncaa_wbb
7396,Enmarket Arena,Savannah,GA,ncaa_wbb
7373,The Mirage,Las Vegas,NV,ncaa_wbb
5429,Veterans Memorial Coliseum,Portland,OR,ncaa_wbb
3423,Moda Center,Portland,OR,ncaa_wbb
876,Mississippi Coliseum,Jackson,MS,ncaa_wbb
7372,South Maui Community Park Gymasium,Kihei,HI,ncaa_wbb
516,American Airlines Center,Dallas,TX,ncaa_wbb
7425,Pasco-Hernando State College,Tampa,FL,ncaa_wbb
697,Pechanga Arena,San Diego,CA,ncaa_wbb
7226,UBS Arena,Elmont,NY,ncaa_wbb
7224,Climate Pledge Arena,Seattle,WA,ncaa_wbb
7567,Halle Georges Carpentier Arena,Paris,France,ncaa_wbb
251,Rupp Arena,Lexington,KY,ncaa_wbb
6013,Davis-Reid Alumni Gym,Georgetown,KY,ncaa_wbb
7371,Harry West Gymnasium,San Diego,CA,ncaa_wbb
1475,Wells Fargo Arena,Des Moines,IA,ncaa_wbb
780,Frost Bank Center,San Antonio,TX,ncaa_wbb
5107,Rubin Arena,Palm Beach,FL,ncaa_wbb
4810,MGM Grand Garden Arena,Las Vegas,NV,ncaa_wbb
20,MVP Arena,Albany,NY,ncaa_wbb
7126,Etihad Arena,Abu Dhabi,,nba
3093,Delta Center,Salt Lake City,UT,nba
7524,Acrisure Arena,Palm Springs,CA,nba
540,Stan Sheriff Center,Honolulu,HI,nba
1893,Spectrum Center,Charlotte,NC,nba
1831,Bell Centre,Montreal,PQ,nba
5404,Little Caesars Arena,Detroit,MI,nba
985,Smoothie King Center,New Orleans,LA,nba
516,American Airlines Center,Dallas,TX,nba
780,Frost Bank Center,San Antonio,TX,nba
1845,Xfinity Mobile Arena,Philadelphia,PA,nba
3417,Rocket Arena,Cleveland,OH,nba
1987,Breslin Center,East Lansing,MI,nba
1827,State Farm Arena,Atlanta,GA,nba
10793,Frontwave Arena,Oceanside,CA,nba
1830,Madison Square Garden,New York,NY,nba
2559,Paycom Center,Oklahoma City,OK,nba
5310,Golden 1 Center,Sacramento,CA,nba
1392,FedExForum,Memphis,TN,nba
5777,Fiserv Forum,Milwaukee,WI,nba
1911,BOK Center,Tulsa,OK,nba
3432,Kia Center,Orlando,FL,nba
1823,Capital One Arena,Washington,DC,nba
1475,Wells Fargo Arena,Des Moines,IA,nba
6270,Chase Center,San Francisco,CA,nba
1949,Mortgage Matchup Center,Phoenix,AZ,nba
7224,Climate Pledge Arena,Seattle,WA,nba
1824,TD Garden,Boston,MA,nba
1847,United Center,Chicago,IL,nba
3438,Kaseya Center,Miami,FL,nba
892,Ball Arena,Denver,CO,nba
2183,Gainbridge Fieldhouse,Indianapolis,IN,nba
3559,Barclays Center,Brooklyn,NY,nba
10642,Intuit Dome,Inglewood,CA,nba
1838,Scotiabank Arena,Toronto,ON,nba
1394,Toyota Center (Houston),Houston,TX,nba
5060,T-Mobile Arena,Las Vegas,NV,nba
3423,Moda Center,Portland,OR,nba
2029,Target Center,Minneapolis,MN,nba
1841,crypto.com Arena,Los Angeles,CA,nba
5779,Arena CDMX,Mexico City,,nba
10660,Accor Arena,Paris,,nba
7317,Moody Center,Austin,TX,nba
5318,Rod Laver Arena,Melbourne,VIC,nba
2223,Coliseo de Puerto Rico,San Juan,,nba
697,Pechanga Arena,San Diego,CA,nba
268,North Charleston Coliseum,North Charleston,SC,nba
6297,Dickies Arena,Fort Worth,TX,nba
1833,Rogers Arena,Vancouver,BC,nba
4018,Venetian Arena,,,nba
2468,Legacy Arena at BJCC,Birmingham,AL,nba
349,First Horizon Coliseum,Greensboro,NC,nba
11593,Uber Arena,Berlin,,nba
6272,The O2,London,,nba
2577,Saitama Super Arena,Saitama,,nba
5282,Rogers Place,Edmonton,AB,nba
2494,Toyota Arena,Ontario,CA,nba
3604,Alamodome,San Antonio,TX,nba
6271,Bercy Arena,Paris,,nba
7557,WiZink Center,Madrid,,nba
1842,Honda Center,Anaheim,CA,nba
6282,Gateway Center,College Park,GA,nba
4008,Mexico City Arena,Mexico City,,nba
557,Pete Maravich Assembly Center,Baton Rouge,LA,wnba
282,Purcell Pavilion,South Bend,IN,wnba
2183,Gainbridge Fieldhouse,Indianapolis,IN,wnba
7224,Climate Pledge Arena,Seattle,WA,wnba
363,Carver-Hawkeye Arena,Iowa City,IA,wnba
5427,Wintrust Arena,Chicago,IL,wnba
6270,Chase Center,San Francisco,CA,wnba
4005,Michelob ULTRA Arena,Las Vegas,NV,wnba
5946,CareFirst Arena,Washington,DC,wnba
3559,Barclays Center,Brooklyn,NY,wnba
6282,Gateway Center,College Park,GA,wnba
2029,Target Center,Minneapolis,MN,wnba
3416,College Park Center,Arlington,TX,wnba
1949,Mortgage Matchup Center,Phoenix,AZ,wnba
1977,Matthew Knight Arena,Eugene,OR,wnba
2160,Mohegan Sun Arena,Uncasville,CT,wnba
1841,crypto.com Arena,Los Angeles,CA,wnba
1827,State Farm Arena,Atlanta,GA,wnba
4938,CFG Bank Arena,Baltimore,MD,wnba
1847,United Center,Chicago,IL,wnba
5060,T-Mobile Arena,Las Vegas,NV,wnba
516,American Airlines Center,Dallas,TX,wnba
2167,EagleBank Arena,Fairfax,VA,wnba
1824,TD Garden,Boston,MA,wnba
1833,Rogers Arena,Vancouver,BC,wnba
1653,SAP Center at San Jose,San Jose,CA,wnba
7317,Moody Center,Austin,TX,wnba
3423,Moda Center,Portland,OR,wnba
7546,Coca-Cola Coliseum,Toronto,ON,wnba
64,PeoplesBank Arena,Hartford,CT,wnba
1838,Scotiabank Arena,Toronto,ON,wnba
1831,Bell Centre,Montreal,PQ,wnba
1918,Galen Center,Los Angeles,CA,wnba
1823,Capital One Arena,Washington,DC,wnba
4947,Corteva Coliseum,Indianapolis,IN,wnba
2032,Hinkle Fieldhouse,Indianapolis,IN,wnba
5282,Rogers Place,Edmonton,AB,wnba
1962,Colonial Life Arena,Columbia,SC,wnba
539,LBS Financial Credit Union Pyramid,Long Beach,CA,wnba
7226,UBS Arena,Elmont,NY,wnba
